2023-10-14 05:12:20,001 - tune.py [line:203] - INFO: Namespace(seed=42, model='GPRGNNV2', gpu=1, dataset='geom-squirrel', logging=True, log_detail=True, log_detailedCh=False, id_log=1014014501, optuna_n_trials=202, n_epochs=2000, self_loop=False, udgraph=True, early_stop=True, patience=300, n_hidden=64, n_cv=1, start_cv=0, n_layers=8, lr1=0.05, lr2=0.04, wd1=1e-05, wd2=1e-06, dropout=0.2, dropout2=0.9, alpha=0.5, es_ckpt='woselfloop-geom-squirrel_GPRGNNV2-geom-squirrel_trialNo187')
2023-10-14 05:12:22,746 - tune.py [line:128] - INFO: Split_seeds:[1824]
2023-10-14 05:12:22,746 - tune.py [line:129] - INFO: Model_seeds:[409]
2023-10-14 05:12:23,602 - tune.py [line:103] - INFO: Epoch 00020 | Time(s) 0.0413 | Val Loss 1.4484 | Val Acc 0.3740 | ETputs(KTEPS) 96151.08
2023-10-14 05:12:24,446 - tune.py [line:103] - INFO: Epoch 00040 | Time(s) 0.0413 | Val Loss 1.3644 | Val Acc 0.4154 | ETputs(KTEPS) 96086.69
2023-10-14 05:12:25,283 - tune.py [line:103] - INFO: Epoch 00060 | Time(s) 0.0414 | Val Loss 1.3318 | Val Acc 0.4250 | ETputs(KTEPS) 95842.83
2023-10-14 05:12:26,097 - tune.py [line:103] - INFO: Epoch 00080 | Time(s) 0.0411 | Val Loss 1.3101 | Val Acc 0.4654 | ETputs(KTEPS) 96461.11
2023-10-14 05:12:26,926 - tune.py [line:103] - INFO: Epoch 00100 | Time(s) 0.0411 | Val Loss 1.2992 | Val Acc 0.4721 | ETputs(KTEPS) 96407.45
2023-10-14 05:12:27,748 - tune.py [line:103] - INFO: Epoch 00120 | Time(s) 0.0411 | Val Loss 1.2975 | Val Acc 0.4885 | ETputs(KTEPS) 96520.49
2023-10-14 05:12:28,573 - tune.py [line:103] - INFO: Epoch 00140 | Time(s) 0.0411 | Val Loss 1.2949 | Val Acc 0.4865 | ETputs(KTEPS) 96627.40
2023-10-14 05:12:29,391 - tune.py [line:103] - INFO: Epoch 00160 | Time(s) 0.0410 | Val Loss 1.2679 | Val Acc 0.4788 | ETputs(KTEPS) 96677.78
2023-10-14 05:12:30,219 - tune.py [line:103] - INFO: Epoch 00180 | Time(s) 0.0411 | Val Loss 1.2645 | Val Acc 0.4827 | ETputs(KTEPS) 96626.63
2023-10-14 05:12:31,038 - tune.py [line:103] - INFO: Epoch 00200 | Time(s) 0.0410 | Val Loss 1.2578 | Val Acc 0.4913 | ETputs(KTEPS) 96653.59
